id,character,default_instruct_ja,attack_instruct_ja,ultimate_instruct_ja,hurt_instruct_ja,death_instruct_ja
godie-n00b,哆拉A夢,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。丸い鼻声で素早く突っ込み、感情の上下を大きくする。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。丸い鼻声で素早く突っ込み、感情の上下を大きくする。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。丸い鼻声で素早く突っ込み、感情の上下を大きくする。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。丸い鼻声で素早く突っ込み、感情の上下を大きくする。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。丸い鼻声で素早く突っ込み、感情の上下を大きくする。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-n00p,南野秀一,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。柔らかな中性美の奥に危険を置き、妖狐的な場面では低く冷酷にする。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。柔らかな中性美の奥に危険を置き、妖狐的な場面では低く冷酷にする。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。柔らかな中性美の奥に危険を置き、妖狐的な場面では低く冷酷にする。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。柔らかな中性美の奥に危険を置き、妖狐的な場面では低く冷酷にする。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。柔らかな中性美の奥に危険を置き、妖狐的な場面では低く冷酷にする。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-n01c,勇者小呆,子供の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく純粋な正義感を保ち、必殺技だけ張りのある英雄声へ上げる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく純粋な正義感を保ち、必殺技だけ張りのある英雄声へ上げる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく純粋な正義感を保ち、必殺技だけ張りのある英雄声へ上げる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく純粋な正義感を保ち、必殺技だけ張りのある英雄声へ上げる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく純粋な正義感を保ち、必殺技だけ張りのある英雄声へ上げる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-nplh,麻倉葉,少年・少女の中程度の声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。何事も気にしない脱力感を保ち、戦闘でも定型的な熱血声にしない。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。何事も気にしない脱力感を保ち、戦闘でも定型的な熱血声にしない。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。何事も気にしない脱力感を保ち、戦闘でも定型的な熱血声にしない。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。何事も気にしない脱力感を保ち、戦闘でも定型的な熱血声にしない。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。何事も気にしない脱力感を保ち、戦闘でも定型的な熱血声にしない。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-o00k,皮卡娘,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。高い少女声に意地悪ないたずら笑いを足し、短気な傲嬌声と区別する。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。高い少女声に意地悪ないたずら笑いを足し、短気な傲嬌声と区別する。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。高い少女声に意地悪ないたずら笑いを足し、短気な傲嬌声と区別する。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。高い少女声に意地悪ないたずら笑いを足し、短気な傲嬌声と区別する。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。高い少女声に意地悪ないたずら笑いを足し、短気な傲嬌声と区別する。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-o00l,傑洛士,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。柔らかな礼儀正しさを崩さず、楽しそうな脅しを軽い語尾に潜ませる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。柔らかな礼儀正しさを崩さず、楽しそうな脅しを軽い語尾に潜ませる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。柔らかな礼儀正しさを崩さず、楽しそうな脅しを軽い語尾に潜ませる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。柔らかな礼儀正しさを崩さず、楽しそうな脅しを軽い語尾に潜ませる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。柔らかな礼儀正しさを崩さず、楽しそうな脅しを軽い語尾に潜ませる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-o00x,悟空,成人の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく素朴な成人英雄として、戦闘では音高と活力を大きく上げる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく素朴な成人英雄として、戦闘では音高と活力を大きく上げる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく素朴な成人英雄として、戦闘では音高と活力を大きく上げる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく素朴な成人英雄として、戦闘では音高と活力を大きく上げる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。明るく素朴な成人英雄として、戦闘では音高と活力を大きく上げる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-o02p,初音,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。所有権を確認した合成音を使い、明るい電子感と安定した音高を保つ。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。所有権を確認した合成音を使い、明るい電子感と安定した音高を保つ。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。所有権を確認した合成音を使い、明るい電子感と安定した音高を保つ。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。所有権を確認した合成音を使い、明るい電子感と安定した音高を保つ。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。所有権を確認した合成音を使い、明るい電子感と安定した音高を保つ。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-ofar,皮卡丘,年齢を感じさせない非人間の高めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。短い非言語音節で、喜び、警戒、負傷、放電の音高差を大きくする。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の高めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。短い非言語音節で、喜び、警戒、負傷、放電の音高差を大きくする。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の高めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。短い非言語音節で、喜び、警戒、負傷、放電の音高差を大きくする。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の高めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。短い非言語音節で、喜び、警戒、負傷、放電の音高差を大きくする。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の高めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。短い非言語音節で、喜び、警戒、負傷、放電の音高差を大きくする。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-ogld,黑人牙膏,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。自信ある専門家から徐々に黒化する独自の悪役像を作る。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。自信ある専門家から徐々に黒化する独自の悪役像を作る。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。自信ある専門家から徐々に黒化する独自の悪役像を作る。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。自信ある専門家から徐々に黒化する独自の悪役像を作る。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。自信ある専門家から徐々に黒化する独自の悪役像を作る。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-orkn,臭作,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。親切を装う油っぽい息笑いを含め、漫画的に誇張しすぎない。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。親切を装う油っぽい息笑いを含め、漫画的に誇張しすぎない。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。親切を装う油っぽい息笑いを含め、漫画的に誇張しすぎない。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。親切を装う油っぽい息笑いを含め、漫画的に誇張しすぎない。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。親切を装う油っぽい息笑いを含め、漫画的に誇張しすぎない。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-osam,殺生丸,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。低く平らで感情をほとんど動かさず、長い咆哮より一言の圧を重視する。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。低く平らで感情をほとんど動かさず、長い咆哮より一言の圧を重視する。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。低く平らで感情をほとんど動かさず、長い咆哮より一言の圧を重視する。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。低く平らで感情をほとんど動かさず、長い咆哮より一言の圧を重視する。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。低く平らで感情をほとんど動かさず、長い咆哮より一言の圧を重視する。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-u00h,鬼畜狂刀KYO,成人の低めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。粗い青年低音で好戦的に笑い、速い熱血少年より遅く邪気を濃くする。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。粗い青年低音で好戦的に笑い、速い熱血少年より遅く邪気を濃くする。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。粗い青年低音で好戦的に笑い、速い熱血少年より遅く邪気を濃くする。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。粗い青年低音で好戦的に笑い、速い熱血少年より遅く邪気を濃くする。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。粗い青年低音で好戦的に笑い、速い熱血少年より遅く邪気を濃くする。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-u00j,賽菲洛斯,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。深い共鳴と神性の圧迫を優雅な遅さで示し、普通の戦闘怒号にしない。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。深い共鳴と神性の圧迫を優雅な遅さで示し、普通の戦闘怒号にしない。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。深い共鳴と神性の圧迫を優雅な遅さで示し、普通の戦闘怒号にしない。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。深い共鳴と神性の圧迫を優雅な遅さで示し、普通の戦闘怒号にしない。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。深い共鳴と神性の圧迫を優雅な遅さで示し、普通の戦闘怒号にしない。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-u00k,死之王,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。超低音で宗教的な宣告をゆっくり行い、加工前の乾いた声も保つ。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。超低音で宗教的な宣告をゆっくり行い、加工前の乾いた声も保つ。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。超低音で宗教的な宣告をゆっくり行い、加工前の乾いた声も保つ。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。超低音で宗教的な宣告をゆっくり行い、加工前の乾いた声も保つ。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は遅めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。超低音で宗教的な宣告をゆっくり行い、加工前の乾いた声も保つ。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-u00l,拳四郎,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。硬派な冷語から連続する鋭い攻撃声へ、一気に爆発させる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。硬派な冷語から連続する鋭い攻撃声へ、一気に爆発させる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。硬派な冷語から連続する鋭い攻撃声へ、一気に爆発させる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。硬派な冷語から連続する鋭い攻撃声へ、一気に爆発させる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。硬派な冷語から連続する鋭い攻撃声へ、一気に爆発させる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
